PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
12427;"Mercado municipal de Guzmán el Bueno";"En el mercado de Guzmán el Bueno, que en realidad está en la calle Andrés Mellado, se hace la compra y se hacen muchas otras cosas. El mercado, que se inauguró en 1951, abastece de productos frescos al área de Gaztambide, en el distrito de Chamberí, y además funciona como parte viva de un barrio donde el comercio de cercanía es una seña de identidad. Más allá de los abastos, el mercado se confunde con el tejido social y cede sus instalaciones para actuaciones y degustaciones, rutas gastronómicas y visitas escolares. Un colegial observa las evoluciones de un cangrejo vivo en el mostrador de una pescadería, un chulapo y una chulapona bailan un chotis alrededor de un ladrillo y, al fondo, un carnicero despieza una ternera de Ávila. Revestimientos de granito, mostradores de aluminio, buena iluminación y accesibilidad universal son el resultado de una reforma, acometida en 2005, que agrupó los puestos en la planta baja y ubicó un supermercado de la cadena Ahorramás en la primera.";"Invierno:   De lunes a viernes: de 9 a 20:30 horas. Sábado: de 9 a 14 horas.     Verano:    De lunes a viernes de 9 a 20:30 horas.    Sábado: de 9 a 14 horas.     Supermercado Ahorramás:  De lunes a sábado: de 9 a 21 horas";"";"Metro: Moncloa (línea 3, 6).  Bus: 1 , 2 , 16 , 41, 44, 46, 61, 82, 83, 132, 133, 202, C1, C2, G.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=87d6e1635561c010VgnVCM1000000b205a0aRCRD";"ANDRES MELLADO";"CALLE";"V";"43";"";"";"";"";"MADRID";"MADRID";"28015";"1";"GAZTAMBIDE";"7";"CHAMBERI";"439398";"4476280";"40.43495717590039";"-3.7145114819530365";"915 434 102";"";"mguzmaneb@gmail.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
4824028;"Mercado municipal de Ibiza";"El mercado de Ibiza no es una isla y forma parte del tejido comercial del barrio, y del quehacer diario de sus vecinos desde 1954. Situado en la confluencia de Ibiza con la calle Lope de Rueda y a dos pasos del parque del Retiro, es el lugar idóneo para llenar la cesta de la compra o una canasta para el picnic. En 2010 se renovaron totalmente sus instalaciones, lo cual ha facilitado los accesos y ha llenado de luz el espacio. Los puestos del mercado tradicional, agrupados en la planta de arriba, surten de productos frescos -carne y pescado, frutas y verduras, pollería, panadería y bollería- y de chacinas de calidad, variantes y ultramarinos tanto a vecinos del área de Retiro como a los numerosos restaurantes y tascas de la zona. La oferta se completa con un supermercado ubicado en la planta baja.";"Invierno:  De lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábados de 9 a 14 horas.    Verano (mayo a octubre, ambos inclusive):  De lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14 horas.    Supermercado Ahorramas: de lunes a sábado de 9 a 21 horas.";"";"Metro: Ibiza (línea 9).  Bus: 15, 20, 26, 61, 63, 152, 202, 215, C.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c5f5f962d888110VgnVCM2000000c205a0aRCRD";"IBIZA";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28009";"4";"IBIZA";"3";"RETIRO";"442533";"4474392";"40.41817157699025";"-3.677392762224429";"914 091 800";"";"mcdoibizaenmadrid@yahoo.es";"/contenido/entidadesYorganismos/Comercios/Mercados"
12431;"Mercado municipal de Jesús del Gran Poder";"El mercado de Jesús del Gran Poder está a cuatro pasos del río Manzanares, en el radio de acción del centro cultural El Matadero y en pleno corazón de Usera y rodeado de calles donde vibra el comercio y la actividad. El resultado de este cruce de corrientes de energía es un mercado diferente donde no falta lo imprescindible y hay ocasión para sorprenderse. La oferta en productos frescos se satisface con carnicerías, fruterías, pollerías, charcuterías, panaderías y pescaderías en las que reina la abundancia, y se complementa con una mediana superficie. En el camino entre un puesto y otro, en lugares a veces insospechados, el cliente se encontrará con intervenciones artísticas -enmarcadas en la Exposición Luminaria-, con talleres de cocina o con una venta solidaria de libros de ocasión.";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14:30 horas.    Verano:  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14:30 horas.    Supermercado DIA:  De lunes a sábado: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 y de 17  a 20 horas.";"";"Metro: Usera (línea 6), Almendrales (línea 3)  Bus: 6, 18, 22, 23, 47, 59, 76, 78, 79, 85, 86, 247";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2427e1635561c010VgnVCM1000000b205a0aRCRD";"JESUS DEL GRAN PODER";"CALLE";"V";"42";"";"";"";"";"MADRID";"MADRID";"28026";"4";"ALMENDRALES";"12";"USERA";"440494";"4470881";"40.38639943136542";"-3.7010971746900325";"915 001 202";"";"";"/contenido/entidadesYorganismos/Comercios/Mercados"
12425;"Mercado municipal de La Guindalera";"El mercado de La Guindalera es una plaza de abastos que se asoma a otra plaza, la de San Cayetano, y da de comer a todo un barrio. Setenta años después de su inauguración, y una vez reformado y rehabilitado y con su característica fachada en azul, el mercado combina la tradicional oferta de productos frescos e imprescindibles con otros proyectos que marcan la diferencia, ya sea una tienda de lanas o una chocoteca, un herbolario o un negocio de sushi fusionado con cocina peruana. El mercado, y el propio barrio, toman el nombre de una antigua plantación de guindos y hunde sus raíces en los tiempos en los que Madrid y su ensanche eran zona de huerta. Las guindas siguen siendo parte de la imagen corporativa del mercado, que ha encontrado en las actividades más diversas una seña de identidad y una forma de conectar con el entorno: un pasacalles o una coral, una compañía de bailes goyescos o una degustación de repostería. Además de los puestos dedicados a llenar la nevera y la despensa de los vecinos de La Guindalera y alrededores, en sus pasillos y en el exterior se distribuyen otros comercios donde se vende ropa y complementos, se arreglan zapatos y se copian llaves, así como una cafetería.";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábado: de 9 a 14 horas.    Verano (de junio a octubre, ambos inclusive):  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábado: de 9 a 14 horas.";"Dispone de acceso para  personas con movilidad y baños adaptados.";"Metro: Diego de León (líneas 4, 5, 6). Salida calle Eraso.  Bus: 1, 12, 26, 43, 56, 72, 73, 74, 48, C1, C2.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=31b6e1635561c010VgnVCM1000000b205a0aRCRD";"ERASO";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443083";"4476157";"40.43410047219345";"-3.671056299540891";"917 257 443";"";"mercadodelaguindalera@hotmail.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12451;"Mercado municipal de Las Ventas";"En el mercado de Las Ventas -más de cien locales repartidos en 2.000 metros cuadrados- todo se hace a lo grande. Cuenta con una de las lonjas más pujantes de España en la planta baja y la carne se ha hecho fuerte en la primera. El mercado, espacioso y accesible, se mantiene como una referencia obligada tanto para los clientes gourmet como para compradores &amp;ldquo;de diario&amp;rdquo; y para restaurantes de toda la ciudad de Madrid. Sin descuidar los frescos imprescindibles -fruta y verduras, pollerías, queserías y panaderías- el tejido comercial del mercado se ha enriquecido con una oferta de ocio y restauración -cervecerías, vinotecas, cocina internacional, tapas de autor- que lo convierten en un enclave vivo y singular. Está equipado con cajeros automáticos y total accesibilidad a sus instalaciones, un gimnasio y un supermercado.";"Mercado:   Lunes a viernes:  de 9 a 14 y de 17 a 20 horas. de 17:30 a 20:30 horas del 1 de junio al 15 de septiembre, ambos inclusive.    Sábados: de 9 a 15 horas.    Parking:   Lunes a viernes: de 7 a 23:30 horas.  Sábados: de 9 a  22 horas.  Domingos: de 9 a 15:30 horas.";"Dispone de wifi gratuita.";"Metro: Carmen (línea 5) y Ventas (línea 2)  Bus: 21, 38, 48, 106, 110, 146, 210.";"Otras entradas por las calles: Ventas con vuelta a la calle Siena, Virgen del Coro.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a7b72081661c010VgnVCM1000000b205a0aRCRD";"VIRGEN DE LA ALEGRIA";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28027";"4";"CONCEPCION";"15";"CIUDAD LINEAL";"444282";"4476082";"40.43351496197302";"-3.6569261794988055";"915 45 76 33";"";"info@mercadoventas.es";"/contenido/entidadesYorganismos/Comercios/Mercados"
12423;"Mercado municipal de Las Águilas";"Todo lo que ocurre en el Barrio de Las Águilas pasa por su mercado, que es plaza de abastos y es también punto de encuentro para los vecinos, lugar de paso y el sitio donde quedarse a pasar la tarde. Este mercado, que se levantó en 1979 al calor del desarrollo residencial de la zona, mantiene la pujanza comercial y se ha convertido en una referencia para los nuevos residentes del cercano PAU de Carabanchel, que acuden atraídos por la comodidad de las instalaciones -renovadas recientemente- y por las facilidades de aparcamiento en la zona. Una vez dentro, lo que manda en Las Águilas es el producto y lo variado de la oferta. Decenas de puestos de venta, con excelentes establecimientos de alimentación tradicional (carnicerías, pescaderías, pollerías, fruterías) complementan su oferta con algunos puestos y tiendas exteriores especializados en comercio no alimentario (textil, joyería, equipamiento de hogar, peluquería) y hostelería.  Además, en la planta superior del edificio del mercado, la Asociación de Vecinos Las Águilas despliega una intensa actividad: talleres, actividades culturales, una radio local y servicio de asesoramiento legal.";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábado: de 9 a 14 horas.    Verano (junio a septiembre, ambos inclusive):  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.";"";"Bus: 17, 34, 39, 117, 139, 155";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6db7e1635561c010VgnVCM1000000b205a0aRCRD";"BLAS CABRERA";"CALLE";"V";"125";"";"";"";"";"MADRID";"MADRID";"28044";"7";"LAS AGUILAS";"10";"LATINA";"434775";"4469966";"40.37771961975467";"-3.7683778002246617";"915 095 343";"";"mercadoaguilas@telefonica.net";"/contenido/entidadesYorganismos/Comercios/Mercados"
12406;"Mercado municipal de Los Mostenses";"A espaldas de la Gran Vía, y dentro de un edificio de aire racionalista, habita un mercado que se ha hecho grande de manera natural. El mercado de los Mostenses es un organismo vivo donde se alterna lo imprescindible -una amplia oferta en productos frescos a precios muy competitivos- con lo imprevisible: un colmado de productos coreanos, una zurcidora china o un dispensario de caviar iraní. Repartidos en tres plantas o ubicados a pie de calle, los más de cien puestos del mercado abarcan un espectro amplísimo del negocio alimentario -con nutrida representación de la gastronomía latinoamericana y oriental- y ofrecen servicios variados -peluquería, reprografía, floristería-, además de contar con una planta reservada para oficinas. La historia del mercado discurre paralela a la de la propia Gran Vía. Antes de la inauguración del edificio actual, el mercado había conocido otra ubicación cercana, en el solar sobre el que luego se levantaría el cine Azul. La piqueta se llevó por delante el viejo mercado de Los Mostenses, durante la construcción del tercer tramo de la Gran Vía (1925), y hubo que esperar a 1946 para que la plaza volviera a tener su central de abastos.";"Invierno:  De lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábados de 9 a 14 horas.    Verano (del 15 de junio al 15 de septiembre):  De lunes a jueves de 9 a 14 y de 17:30 a 20 horas. Viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14 horas.";"";"Metro: Noviciado (línea 2), Plaza de España (línea 3, 10).  Bus: 1, 2, 44, 46, 74, 75, 133, 138, 148, 202, C.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=531c72081661c010VgnVCM1000000b205a0aRCRD";"MOSTENSES";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"439862";"4474976";"40.423243776104";"-3.7089296405152186";"915 425 838";"";"gerencia@mercadolosmostenses.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12402;"Mercado municipal de Maravillas";"El Mercado de Maravillas no se acaba nunca. Todo cabe en este mercado grande, tendente a infinito. El trasiego incesante de sus pescaderías cuadrangulares -atienden por los cuatro costados- y el bullicio de las fruterías donde caben hectáreas de huerta alternan con pequeñas cafeterías y tiendas minúsculas. En su interior cabe un mundo, y en los contornos de ese mundo destaca la cubierta en forma de dientes de sierra -una luz cenital se cuela por los enormes ventanales- y la fachada en ladrillo visto con marquesina de hormigón en voladizo. El mercado cuenta con dos parkings con capacidad para más de 350 vehículos, accesos por cuatro puntos (Bravo Murillo, Hernani, Palencia y por la plaza Condesa de Gavia), ascensores, rampas de servicio, cajero automático, calefacción y aire acondicionado. En un lugar tan enorme como el Mercado de Maravillas, también hay sitio para proyectos ecosostenibles: parte de la energía eléctrica del mercado proviene de acumuladores de placas solares situados en su tejado.";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábado: de 9 a 15 horas.    Verano (de junio a octubre, ambos inclusive):  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 15 horas.";"Dispone de wifi gratuita.";"Metro: Cuatro Caminos (líneas 1, 2 y 6) , Alvarado (línea 1)  Bus: 3, 45, 64, 66, 124, 128, 149, C2, F";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3e7e1635561c010VgnVCM1000000b205a0aRCRD";"BRAVO MURILLO";"CALLE";"V";"122";"";"";"";"";"MADRID";"MADRID";"28020";"2";"CUATRO CAMINOS";"6";"TETUAN";"440347";"4477839";"40.449060922663605";"-3.7034696566148426";"915 334 030";"";"administracion@mercadomaravillas.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12407;"Mercado municipal de Mediodía - Entrevías";"El mercado Mediodía-Entrevías mira hacia dentro y mira hacia afuera. Dentro hay una mediana superficie donde los vecinos pueden proveerse de todo lo necesario para llenar despensas y neveras -frutas y verduras, carnicería y pollería, pescaderías y ultramarinos en general-. Fuera, es decir, en el cinturón de locales con salida a la calle, hay una tienda de ropa deportiva y una lencería, dos sucursales bancarias, una casa de electrodomésticos y, también, un restaurante especializado en kebabs.";"De lunes a sábados de 9 a 21 horas.";"";"Bus: 24, 102, 103, 111  Renfe: Entrevías";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a0872081661c010VgnVCM1000000b205a0aRCRD";"CAMPI&amp;Ntilde;A";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443191";"4469963";"40.37831782244751";"-3.6692420255769287";"915 071 765";"";"";"/contenido/entidadesYorganismos/Comercios/Mercados"
12436;"Mercado municipal de Moratalaz";"El Mercado de Moratalaz es nuevo otra vez, y esto tiene que ver con los cambios y mejoras derivados de su exhaustiva remodelación -accesos cómodos, calles anchas y más luminosidad- y con el espíritu que sobrevuela las instalaciones. La experiencia se combina con el entusiasmo, tanto detrás de los mostradores como en la gestión del centro, y el resultado es una plaza donde se explotan las posibilidades de un mercado tradicional con aires renovados. Una feria de artesanía, un espectáculo de microdanza o un taller de cocina para aprender a hacer paté de mejillones son algunas de las cosas que ocurren aquí dentro, entre carnicerías y pescaderías, junto a la frutería o frente a la tienda de congelados. A la completa oferta de puestos especializados en productos frescos, se ha incorporado una mediana superficie, que junto a locales especializados en otros servicios -papelería, bazar, cafetería- hacen del mercado de Moratalaz un placer necesario.";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14 horas.     Verano:  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.    Supermercado LIDL: de lunes a sábado de 9 a 21 horas.";"Dispone de wifi gratuita.";"Metro: Artilleros (línea 9)  Bus: 20, 30, 32, 71, 100";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=603872081661c010VgnVCM1000000b205a0aRCRD";"CAÑADA";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28030";"6";"VINATEROS";"14";"MORATALAZ";"445233";"4472902";"40.40493085829736";"-3.645440746968987";"91 490 47 53";"";"mercado.mortalaz@ryaresidencias.es";"/contenido/entidadesYorganismos/Comercios/Mercados"
12435;"Mercado municipal de Numancia";"En un barrio de muchas casas, de muchas cosas y de mucha gente, como es el Puente de Vallecas, hay un mercado, el de Numancia, donde mucha gente encuentra lo que busca: ternera de Ávila, merluza del Cantábrico, higos de temporada o patata limpia y cepillada. El producto fresco, el precio competitivo y la experiencia al otro lado del mostrador son, junto a las instalaciones totalmente renovadas, las grandes bazas del mercado tradicional, que se concentra en la planta baja. La oferta de servicios se completa con un gran bazar, ubicado en la planta primera, y con un cinturón de bares y tiendas con salida a la calle. Situado junto a la plaza de Mariana Pineda, abundante y arbolada, y casi a un costado -a una manzana- del estadio del Rayo Vallecano y de la pujante Avenida del Mediterráneo, el mercado de Numancia es una pieza indispensable para el funcionamiento de esa gran máquina de vida civil, actividad y comercio que es Vallecas.";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14 horas.    Verano (mayo a septiembre, ambos inclusive):  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.";"";"Metro: Portazgo y Buenos Aires (línea 1).  Bus: 10, 54, 57, 58, 103, 136, 143.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b65872081661c010VgnVCM1000000b205a0aRCRD";"JOSEFA DIAZ";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"444159";"4471630";"40.393391586979924";"-3.6579853920414527";"914 777 143";"";"mercado.numancia@yahoo.es";"/contenido/entidadesYorganismos/Comercios/Mercados"
12430;"Mercado municipal de Orcasitas";"El Mercado de Orcasitas ocupa toda una manzana y hace más de cincuenta años que forma parte fundamental de la vida del barrio. Ha pasado el tiempo, y ha sido para mejor: en 2009 se renovó por dentro y por fuera y se convirtió en lo que es ahora, un espacio cómodo y accesible, moderno y luminoso, donde se llena la cesta de la compra y se hacen más cosas. Además de la completa oferta en productos frescos y de alimentación en general, de la que se ocupan los puestos tradicionales y un supermercado de medianas dimensiones, el mercado ofrece servicios de peluquería y reparación de calzado, así como tiendas de ropa, una ferretería y una asesoría.";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20:30 horas. Sábados: de 9 a 14 horas.    Verano:   De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.    Supermercado Mercadona:  De lunes a sábados: de 9:15 a 21:15 horas";"";"Bus: 6, 60, 78, 81, 116, 131";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d7872081661c010VgnVCM1000000b205a0aRCRD";"VILLABONA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28041";"1";"ORCASITAS";"12";"USERA";"439392";"4469154";"40.368880585172406";"-3.715179497757883";"914 603 230 - 914 698 202";"";"sara@globallexconsulting.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12394;"Mercado municipal de Pacífico";"Verdura de temporada, carne al corte, sardinas limpias y desescamadas. Degustaciones de fruta, pliegos de ofertas de temporada, barriles de cerveza artesana. Todo está aquí, en el mercado de Pacífico, que desde 1959 da servicio al distrito de Retiro. Situado en el centro del triángulo que forman Doctor Esquerdo, Ciudad de Barcelona y Avenida del Mediterráneo, el mercado de Pacífico se ha aclimatado a los nuevos tiempos y ofrece, después de una exhaustiva rehabilitación acometida en 2014, la combinación que mejor resulta en una plaza de abastos: modernidad y tradición, experiencia e imaginación. La variada oferta en puestos dedicados al producto fresco -carnicerías, pescaderías, fruterías y verdulerías, charcuterías y pollerías- se ensancha con nuevos proyectos -una floristería, una dulcería con sabor italo-argentino- y con la aportación de un supermercado de tamaño medio ubicado en la planta alta.";"Invierno:  De lunes a viernes: de 9 a 14:15 y de 17 a 20:15 horas. Sábados: de 9 a 14:15 horas.    Verano:  De lunes a viernes: de 9 a 14:15 y de 17:30 a 20:30 horas. Sábados: de 9 a 14:15 horas.";"";"Metro: Pacífico (línea 1, 6), Menéndez Pelayo (línea 1)  Bus: 10, 24, 32, 37, 54, 56, 57, 63, 141, 152 y 156.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a9c872081661c010VgnVCM1000000b205a0aRCRD";"VALDERRIBAS";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28007";"1";"PACIFICO";"3";"RETIRO";"442677";"4472855";"40.40433546207187";"-3.6755452423143433";"915 517 276";"";"merpaciadmon@hotmail.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12412;"Mercado municipal de Prosperidad";"El mercado de Prosperidad no sólo se reinventa, también se retroalimenta. Más de sesenta años después de abrir sus puertas, y después de un proceso de renovación que se ha traducido en luz, espacio y comodidad, el mercado ha encontrado un nuevo sentido en la combinación de la tradicional oferta de una plaza de abastos -producto fresco, calidad contrastada y precios interesantes- con el espíritu gourmet de nuevas propuestas. Lo esencial y lo excelente conviven y alternan, ya sea en el mostrador de una verdulería o en la barra de una taberna con pinchos de autor. Unos puestos llaman a otros, y todos llaman al cliente. Asomado a la plaza de Prosperidad, y con salida a la caudalosa calle de López de Hoyos, el mercado, que cuenta con el complemento de una mediana superficie, es un lugar al que ir para hacer la compra y, también, un lugar para permanecer y empaparse de vida de barrio.";"Invierno  De lunes a viernes de 9 a 14 y de 17 a 20:30 horas. Sábados de 9 a 14:30 horas.    Verano:  De lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14:30 horas.";"Dispone de wifi gratuita.";"Metro: Prosperidad (línea 4).  Bus: 1, 9, 29, 52, 73.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ffe872081661c010VgnVCM1000000b205a0aRCRD";"LOPEZ DE HOYOS";"CALLE";"V";"81";"";"";"";"";"MADRID";"MADRID";"28002";"3";"CIUDAD JARDIN";"5";"CHAMARTIN";"442833";"4477298";"40.4443619472988";"-3.674118079721278";"914 139 897";"";"mercadoprosperidad@gmail.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12434;"Mercado municipal de Puente de Vallecas";"Un mercado vivo y practicable que alterna una completa oferta en productos frescos con nuevas fórmulas de negocio. Melones de Villaconejos o encurtidos, callos y albóndigas o fórmulas magistrales de herbolario, una mercería o una tintorería ecológica, ternera de Ávila o platos de cocina peruana. Todo está allí, en un edificio de una sola planta, pero con dos alturas para evitar la pendiente. El mercado de Puente de Vallecas es además un trozo de la historia local. Su nombre evoca el viejo puente de los tres ojos, que salvaba el Arroyo Abroñigal, y su aspecto resulta deslumbrante. Fue construido en 1959, en piedra y ladrillo y en sustitución de un mercado anterior que desapareció pasto de las llamas, y cuenta con unas entradas solemnes, de aire clasicista, rematadas en un frontón con dos pequeñas esferas que adornan el conjunto.";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20:30 horas. Sábados de 9 a 14 horas.    Verano:  De lunes a viernes: de 9:15 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.    Supermercado Mercadona:  De lunes a sábado: de 9:15 a 21:15 horas.";"Dispone de wifi gratuita.";"Metro: Puente Vallecas y Nueva Numancia (línea 1)  Bus: 10, 24, 54, 57, 58, 111, 113, 136, 148, 310, 410";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=461972081661c010VgnVCM1000000b205a0aRCRD";"MARTINEZ DE LA RIVA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28053";"2";"SAN DIEGO";"13";"PUENTE DE VALLECAS";"443332";"4471841";"40.39524554761876";"-3.667748162837308";"91 477 14 49";"";"ccpuentevallecas@hotmail.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12428;"Mercado municipal de Puerta Bonita";"El mercado de Puerta Bonita es un mercado joven que da respuesta a una necesidad antigua, la de hacer la compra y llenar la nevera, y lo hace por medio de un concepto moderno del comercio minorista y agrupado. Integrado en el edificio multiusos de Vista Alegre, el mercado, tal y como lo conocemos, fue inaugurado en 2008 y combina sus hechuras de centro comercial del siglo XXI con la veteranía y la proximidad de los viejos mercados. Muchos de sus puestos provienen del antiguo mercado de Puerta Bonita, situado a unas pocas manzanas y cuyo nombre remite a una de las puertas de la valla de la quinta de Vista Alegre: su verdadero nombre era Puerta de Madrid, pero los carabancheleros dieron en llamarla Puerta Bonita por la belleza de su enrejado de hierro forjado. La estética moderna y luminosa del nuevo centro, la distribución de los espacios comerciales y de servicios, la disponibilidad de medios de transporte público y de plazas de aparcamiento para transporte privado y, sobre todo, su amplia oferta de productos frescos, generan un conjunto de gran atractivo más allá de los límites del distrito de Carabanchel.";"De lunes a sábados: de 10 a 22 horas.  Primer domingo de mes de diciembre: de 10 a 15 horas.";"";"Metro: Oporto (líneas 5 y 6), Vista Alegre (línea 5).  Bus: 55, 119.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c3972081661c010VgnVCM1000000b205a0aRCRD";"MATILDE HERNANDEZ";"CALLE";"V";"100";"";"";"";"";"MADRID";"MADRID";"28025";"4";"VISTA ALEGRE";"11";"CARABANCHEL";"437351";"4470870";"40.386069987981855";"-3.7381115427324576";"914 629 811";"";"admon@ccpuertabonita.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
