NeighborhoodName,x,y
Kitsilano,-123.183230026704,49.272677036117
Kitsilano,-123.183206037943,49.27265800822
Kitsilano,-123.183172980714,49.2726389946943
Kitsilano,-123.183122042882,49.272628013594
Kitsilano,-123.183069971512,49.2726170342671
Kitsilano,-123.183023944966,49.272616027978
Kitsilano,-123.182940042538,49.2726110346298
Kitsilano,-123.182848987397,49.2726029947955
Kitsilano,-123.182807001141,49.27259101012
Kitsilano,-123.182772957132,49.2725809914068
Kitsilano,-123.182773962716,49.2725770327352
Kitsilano,-123.182742986642,49.2725689877006
Kitsilano,-123.182708050761,49.2725630173934
Kitsilano,-123.182669948228,49.2725590306224
Kitsilano,-123.18263502697,49.272557017351
Kitsilano,-123.182614948035,49.2725530020719
Kitsilano,-123.18259201695,49.2725440449452
Kitsilano,-123.182571016242,49.2725359841005
Kitsilano,-123.182551032425,49.2725270223087
Kitsilano,-123.182488002597,49.2725260426684
Kitsilano,-123.182483962258,49.2725370209559
Kitsilano,-123.182448039394,49.2725400454947
Kitsilano,-123.182427956834,49.2725350409186
Kitsilano,-123.182397997397,49.2725260049161
Kitsilano,-123.182142027328,49.2725229912215
Kitsilano,-123.182108952915,49.2725299682457
Kitsilano,-123.182079955994,49.2725360394984
Kitsilano,-123.182055957316,49.2725449807458
Kitsilano,-123.182017990374,49.2725470191013
Kitsilano,-123.1819789847,49.2725440227954
Kitsilano,-123.181954956561,49.2725449599726
Kitsilano,-123.181926039896,49.2725420376945
Kitsilano,-123.181882053847,49.2725410277378
Kitsilano,-123.18185099037,49.2725399974271
Kitsilano,-123.181821949121,49.2725340175746
Kitsilano,-123.1818059438,49.2725280172042
Kitsilano,-123.181778024886,49.2725189778304
Kitsilano,-123.181748957887,49.2725059831747
Kitsilano,-123.181719996991,49.2724910098043
Kitsilano,-123.181700024246,49.2724850156587
Kitsilano,-123.181662035209,49.2724810283769
Kitsilano,-123.18161099178,49.2724720253168
Kitsilano,-123.181552020733,49.2724650132312
Kitsilano,-123.181502981266,49.2724769615173
Kitsilano,-123.181487034729,49.2724869692016
Kitsilano,-123.181458048642,49.2724960080921
Kitsilano,-123.18141099841,49.2724940134979
Kitsilano,-123.181352016485,49.2724840335167
Kitsilano,-123.181327948147,49.2724739987202
Kitsilano,-123.18131697077,49.2724789622979
Kitsilano,-123.1812509717,49.272471961087
Kitsilano,-123.181230000892,49.2724719939809
Kitsilano,-123.181157950191,49.2724530410319
Kitsilano,-123.181166974577,49.2724100385935
Kitsilano,-123.181105970508,49.2724050080084
Kitsilano,-123.18108204129,49.272401987768
Kitsilano,-123.18104495197,49.2723960203327
Kitsilano,-123.181006963054,49.2723920328353
Kitsilano,-123.180972034743,49.2723880405318
Kitsilano,-123.180935965317,49.2723819815305
Kitsilano,-123.180904982757,49.2723720474064
Kitsilano,-123.180881035154,49.2723639908681
Kitsilano,-123.18081895279,49.2723430435616
Kitsilano,-123.180770041392,49.2723280112382
Kitsilano,-123.180705976869,49.2723229852299
Kitsilano,-123.180635008845,49.2723210277231
Kitsilano,-123.180596003432,49.27231803095
Kitsilano,-123.180565031484,49.2723109745952
Kitsilano,-123.180533950127,49.272304997607
Kitsilano,-123.180489028272,49.2722959844864
Kitsilano,-123.180438010832,49.272293995693
Kitsilano,-123.180390957224,49.2722910114185
Kitsilano,-123.180353977491,49.2722839643864
Kitsilano,-123.180298045805,49.272271011295
Kitsilano,-123.180265041071,49.2722660265059
Kitsilano,-123.180209957295,49.2722680010368
Kitsilano,-123.180173953884,49.2722800183605
Kitsilano,-123.180151995707,49.2722890459646
Kitsilano,-123.180130015583,49.2722920480433
Kitsilano,-123.180096948242,49.2723010030213
Kitsilano,-123.180039005008,49.272295967102
Kitsilano,-123.180013024714,49.2722899820253
Kitsilano,-123.179997051945,49.2723240018325
Kitsilano,-123.179904052775,49.2723110163545
Kitsilano,-123.179913045,49.2722900478104
Kitsilano,-123.179886026213,49.2722790280371
Kitsilano,-123.179844954982,49.272269019401
Kitsilano,-123.179819980211,49.272258985701
Kitsilano,-123.179776963997,49.2722440337162
Kitsilano,-123.179724992422,49.2722290057116
Kitsilano,-123.179693995501,49.2722150242702
Kitsilano,-123.179678992446,49.2722039857612
Kitsilano,-123.179638949025,49.2721960439277
Kitsilano,-123.179614954694,49.2721750367522
Kitsilano,-123.179601952228,49.2721530232164
Kitsilano,-123.179593056017,49.2721380181225
Kitsilano,-123.179580989463,49.2721240072255
Kitsilano,-123.17956597928,49.2721109901721
Kitsilano,-123.179542028757,49.2721020340241
Kitsilano,-123.179522948585,49.2720919911001
Kitsilano,-123.179505023833,49.2720879719335
Kitsilano,-123.179447988073,49.2720830242416
Kitsilano,-123.179413952267,49.2720749830661
Kitsilano,-123.179384004745,49.2720690040078
Kitsilano,-123.179347025647,49.2720620465859
Kitsilano,-123.179305961875,49.272054016287
Kitsilano,-123.179287016961,49.2720499986696
Kitsilano,-123.179238014793,49.2720409913936
Kitsilano,-123.17921102887,49.2720389647776
Kitsilano,-123.179151053138,49.2720360000396
Kitsilano,-123.179096960789,49.2720299684068
Kitsilano,-123.179043995166,49.2720220463958
Kitsilano,-123.179013038267,49.2720190366163
Kitsilano,-123.178963052098,49.2720200133849
Kitsilano,-123.178913958455,49.2720170316687
Kitsilano,-123.178861021487,49.2720170236919
Kitsilano,-123.178802990709,49.272019002114
Kitsilano,-123.178779979705,49.2720190377205
Kitsilano,-123.178750964151,49.2720199819483
Kitsilano,-123.178721045657,49.2720220067694
Kitsilano,-123.17868295815,49.2720219757415
Kitsilano,-123.178642018915,49.2720170027586
Kitsilano,-123.178571036801,49.2720109969912
Kitsilano,-123.178516045177,49.2720070349505
Kitsilano,-123.178466958709,49.2720060315738
Kitsilano,-123.178421042607,49.2720040340105
Kitsilano,-123.178387035882,49.2720039965836
Kitsilano,-123.178330036314,49.2720090309208
Kitsilano,-123.178296961705,49.2720160068546
Kitsilano,-123.178267043194,49.2720180315582
Kitsilano,-123.178245052058,49.272017975551
Kitsilano,-123.1782090017,49.2720170418877
Kitsilano,-123.178184052653,49.2720140226199
Kitsilano,-123.178169989221,49.2720119758322
Kitsilano,-123.178145958028,49.2720120128855
Kitsilano,-123.178127956004,49.272017976261
Kitsilano,-123.178114945468,49.2720250111434
Kitsilano,-123.178090018114,49.2720280173774
Kitsilano,-123.178069047166,49.2720279597643
Kitsilano,-123.178021997512,49.2720259637893
Kitsilano,-123.177974951744,49.2720250469931
Kitsilano,-123.177937990666,49.2720230354441
Kitsilano,-123.177902053341,49.2720220115773
Kitsilano,-123.177867019298,49.2720199970385
Kitsilano,-123.177834025642,49.2720179793488
Kitsilano,-123.177790965076,49.2720220026957
Kitsilano,-123.177749948441,49.2720270121525
Kitsilano,-123.177706990231,49.2720279775659
Kitsilano,-123.177664050105,49.2720339792208
Kitsilano,-123.177658963675,49.2720380340565
Kitsilano,-123.177633023197,49.2720430202902
Kitsilano,-123.177605002939,49.272037037808
Kitsilano,-123.177574010286,49.2720240450614
Kitsilano,-123.17756197306,49.2720180380045
Kitsilano,-123.177520009875,49.2720119869937
Kitsilano,-123.177483038177,49.2720070075045
Kitsilano,-123.177445956681,49.2720030174425
Kitsilano,-123.177421018331,49.2720029658045
Kitsilano,-123.177400961649,49.2720049751405
Kitsilano,-123.177373983236,49.2720050165581
Kitsilano,-123.17734996623,49.2720090105053
Kitsilano,-123.177333979673,49.2720080457715
Kitsilano,-123.177308010491,49.2720050278803
Kitsilano,-123.177255980372,49.2720050177766
Kitsilano,-123.177210974699,49.272004007606
Kitsilano,-123.177165976114,49.2720049759477
Kitsilano,-123.177131983879,49.2720089851441
Kitsilano,-123.177086978205,49.2720079749252
Kitsilano,-123.177057944921,49.2720039724035
Kitsilano,-123.176999995584,49.2719970463627
Kitsilano,-123.176936952059,49.2719920167007
Kitsilano,-123.176910997382,49.2719930457129
Kitsilano,-123.176874046981,49.271994001618
Kitsilano,-123.17683403986,49.2719960413935
Kitsilano,-123.176795959443,49.2719979882734
Kitsilano,-123.176768981033,49.2719980295498
Kitsilano,-123.176698024225,49.2719990374188
Kitsilano,-123.176656971531,49.2719939739724
Kitsilano,-123.176617963081,49.2719899865907
Kitsilano,-123.176585972032,49.2719830206607
Kitsilano,-123.176574958658,49.2719780012065
Kitsilano,-123.176559046003,49.271965974412
Kitsilano,-123.17654596754,49.2719540332185
Kitsilano,-123.176527982428,49.2719330162198
Kitsilano,-123.176516008648,49.2719129793054
Kitsilano,-123.176477984854,49.2718990077354
Kitsilano,-123.17645199429,49.2718899641289
Kitsilano,-123.176438016095,49.2718800028377
Kitsilano,-123.176392967905,49.2718670312361
Kitsilano,-123.176361001653,49.2718669900979
Kitsilano,-123.176319053165,49.2718649856434
Kitsilano,-123.176274037064,49.2718610073129
Kitsilano,-123.176236959297,49.2718580061274
Kitsilano,-123.176204978957,49.2718540078864
Kitsilano,-123.176164946943,49.2718490326423
Kitsilano,-123.176125035334,49.2718460357415
Kitsilano,-123.176060978941,49.271842985686
Kitsilano,-123.176010985849,49.2718419826475
Kitsilano,-123.175974032344,49.271842038933
Kitsilano,-123.175948980721,49.2718419871498
Kitsilano,-123.175912030733,49.2718430326804
Kitsilano,-123.175874053201,49.271842011289
Kitsilano,-123.1758429938,49.2718419686272
Kitsilano,-123.175807049617,49.2718389655787
Kitsilano,-123.175722971981,49.2718159805235
Kitsilano,-123.175710970804,49.2718200457894
Kitsilano,-123.175688972731,49.2718180107656
Kitsilano,-123.17566599375,49.2718270390697
Kitsilano,-123.17565003187,49.2718329989577
Kitsilano,-123.175623946016,49.271828991595
Kitsilano,-123.175584002538,49.2718170011892
Kitsilano,-123.175570024538,49.2718070397926
Kitsilano,-123.175550045471,49.271798976119
Kitsilano,-123.175428047315,49.2717909774446
Kitsilano,-123.17535604585,49.2718169876346
Kitsilano,-123.17531000968,49.2718130104766
Kitsilano,-123.175295029075,49.2718079969195
Kitsilano,-123.175250994428,49.2717930447943
Kitsilano,-123.175223966118,49.2717789662003
Kitsilano,-123.175200013036,49.2717690198856
Kitsilano,-123.175178008001,49.2717650062344
Kitsilano,-123.175158964506,49.2717650351046
Kitsilano,-123.175121964578,49.2717519608728
Kitsilano,-123.175103016934,49.2717470432369
Kitsilano,-123.175083045289,49.2717410479455
Kitsilano,-123.175061050777,49.2717400020671
Kitsilano,-123.175022974304,49.2717430275608
Kitsilano,-123.174996010028,49.2717470254832
Kitsilano,-123.174942024855,49.2717390132023
Kitsilano,-123.174911047076,49.2717299767999
Kitsilano,-123.174874044061,49.2717160031566
Kitsilano,-123.174854972295,49.2717080279232
Kitsilano,-123.174847965324,49.2717139741486
Kitsilano,-123.174792963838,49.27170704254
Kitsilano,-123.17478697355,49.2717119979533
Kitsilano,-123.174743998082,49.2717080159398
Kitsilano,-123.174740055468,49.2717150367283
Kitsilano,-123.174694019124,49.2717109693915
Kitsilano,-123.174689970135,49.2717199688797
Kitsilano,-123.174606973394,49.271713978841
Kitsilano,-123.174600986896,49.271720013443
Kitsilano,-123.174475003933,49.2717069834985
Kitsilano,-123.174448992906,49.2716920038502
Kitsilano,-123.174432007249,49.2716969758453
Kitsilano,-123.17440003445,49.2716950455676
Kitsilano,-123.174303980532,49.2716829595293
Kitsilano,-123.174276960155,49.2716710391096
Kitsilano,-123.17384701428,49.2716410194157
Kitsilano,-123.17381097091,49.2716419729767
Kitsilano,-123.173774021025,49.2716430178236
Kitsilano,-123.17374998274,49.271640985499
Kitsilano,-123.173714038828,49.2716379817989
Kitsilano,-123.173341031294,49.2716499635616
Kitsilano,-123.17332400017,49.2716419850141
Kitsilano,-123.173298948965,49.2716420225895
Kitsilano,-123.173275945059,49.2716440356299
Kitsilano,-123.173239001773,49.2716469689027
Kitsilano,-123.173184024826,49.2716469613837
Kitsilano,-123.173156016029,49.27164403555
Kitsilano,-123.173114957066,49.2716369923139
Kitsilano,-123.173080943672,49.2716349747948
Kitsilano,-123.172940012763,49.2716260125819
Kitsilano,-123.172935994898,49.2716440053287
Kitsilano,-123.172916054989,49.2716470029818
Kitsilano,-123.172704961173,49.2716390447978
Kitsilano,-123.172631957204,49.2716379847555
Kitsilano,-123.172606998331,49.2716319964873
Kitsilano,-123.172599956273,49.2716279599918
Kitsilano,-123.172550966398,49.2716220076061
Kitsilano,-123.172526007543,49.2716160193204
Kitsilano,-123.172473046543,49.271608993627
Kitsilano,-123.172458954125,49.2716310484099
Kitsilano,-123.172398982417,49.2716289794979
Kitsilano,-123.17231301447,49.2716159774187
Kitsilano,-123.172168009901,49.2716089988799
Kitsilano,-123.172127981929,49.2716050115015
Kitsilano,-123.172083990022,49.2716020192832
Kitsilano,-123.172053033805,49.2715990076381
Kitsilano,-123.171922027463,49.2716080161381
Kitsilano,-123.171904024834,49.2716139785451
Kitsilano,-123.171842019985,49.2716139808432
Kitsilano,-123.171799982896,49.2716189897057
Kitsilano,-123.171785033932,49.271622969013
Kitsilano,-123.171761006353,49.2716239940034
Kitsilano,-123.171729957703,49.2716270079647
Kitsilano,-123.171663988886,49.271628005329
Kitsilano,-123.171656013469,49.2716489717216
Kitsilano,-123.171608975033,49.2716500308633
Kitsilano,-123.171607995205,49.271628987841
Kitsilano,-123.171525026735,49.2716309996428
Kitsilano,-123.17151497285,49.271640997204
Kitsilano,-123.171433010516,49.2716389604313
Kitsilano,-123.171418014223,49.2716620056983
Kitsilano,-123.171213051959,49.271657003503
Kitsilano,-123.170998952104,49.2716319592602
Kitsilano,-123.17094294815,49.2716299736541
Kitsilano,-123.170914049752,49.2716319949447
Kitsilano,-123.170733029532,49.2716339713063
Kitsilano,-123.170700967454,49.2716389650292
Kitsilano,-123.170648958498,49.2716449774747
Kitsilano,-123.170594998324,49.2716439779518
Kitsilano,-123.170542968578,49.2716439648248
Kitsilano,-123.170501037867,49.2716469945171
Kitsilano,-123.170444968896,49.2716590384172
Kitsilano,-123.170398971053,49.2716660311531
Kitsilano,-123.170373957617,49.2716770399455
Kitsilano,-123.170359022145,49.2716849761296
Kitsilano,-123.170339975269,49.2716840149402
Kitsilano,-123.17031095634,49.2716839677833
Kitsilano,-123.170287969627,49.2716910164886
Kitsilano,-123.170274016561,49.2716879793068
Kitsilano,-123.170222014308,49.2716959700908
Kitsilano,-123.170210040445,49.2717410444952
Kitsilano,-123.169877000758,49.2718060170512
Kitsilano,-123.169845955275,49.2718100197717
Kitsilano,-123.16981104864,49.2718119596842
Kitsilano,-123.169766960615,49.2718140030101
Kitsilano,-123.169720972713,49.271823963272
Kitsilano,-123.169677042752,49.2718390467123
Kitsilano,-123.169618053282,49.2718590086613
Kitsilano,-123.169546962271,49.2718869924339
Kitsilano,-123.16951605071,49.2718970204243
Kitsilano,-123.169500998291,49.2719039673984
Kitsilano,-123.16944800291,49.2719199633861
Kitsilano,-123.16940602352,49.2719419687542
Kitsilano,-123.169390974766,49.2719499949124
Kitsilano,-123.169376032589,49.2719560423719
Kitsilano,-123.169345000515,49.271964002019
Kitsilano,-123.169318956344,49.2719720442823
Kitsilano,-123.169300960038,49.2719799848143
Kitsilano,-123.16928795164,49.2719880079694
Kitsilano,-123.169262947947,49.272001984317
Kitsilano,-123.16924496885,49.2720149610999
Kitsilano,-123.169213036955,49.2720249905036
Kitsilano,-123.169176017613,49.2720389844282
Kitsilano,-123.169137981439,49.2720539690995
Kitsilano,-123.169113980955,49.2720629975951
Kitsilano,-123.169081018358,49.2720699707263
Kitsilano,-123.169051982301,49.2720649769271
Kitsilano,-123.169027013504,49.2720560200899
Kitsilano,-123.169005053387,49.272065045578
Kitsilano,-123.168946994171,49.2720920206481
Kitsilano,-123.168821045073,49.2721219727779
Kitsilano,-123.168764995709,49.2721400413877
Kitsilano,-123.168734966439,49.2721429631212
Kitsilano,-123.168542019929,49.2722050291463
Kitsilano,-123.168500974937,49.2722020312655
Kitsilano,-123.168421003432,49.2722189654539
Kitsilano,-123.168343969316,49.2722330174303
Kitsilano,-123.168209003266,49.2722449952982
Kitsilano,-123.168201956977,49.2722729749219
Kitsilano,-123.167935963783,49.2723220159321
Kitsilano,-123.167932950504,49.2723359600276
Kitsilano,-123.167894047778,49.2723629966572
Kitsilano,-123.167859047765,49.27237096167
Kitsilano,-123.167812945909,49.2723810112704
Kitsilano,-123.167753031421,49.2723960272576
Kitsilano,-123.167705008877,49.27240796821
Kitsilano,-123.167654036013,49.2724190140868
Kitsilano,-123.167614051622,49.2724279755275
Kitsilano,-123.167565998856,49.2724310130346
Kitsilano,-123.167523970686,49.2724389881378
Kitsilano,-123.167459965187,49.2724510420937
Kitsilano,-123.167422044879,49.272467015301
Kitsilano,-123.16737303606,49.272489030113
Kitsilano,-123.167343050606,49.2725049918001
Kitsilano,-123.167305016863,49.2725209651331
Kitsilano,-123.167258038312,49.272540009146
Kitsilano,-123.167215000132,49.2725510433427
Kitsilano,-123.167160049218,49.272559037014
Kitsilano,-123.16711904442,49.2725679997593
Kitsilano,-123.167074962289,49.2725720205892
Kitsilano,-123.167034967649,49.2725780140337
Kitsilano,-123.167002001075,49.2725839973066
Kitsilano,-123.16694795694,49.2725919895664
Kitsilano,-123.166884967666,49.2726029625312
Kitsilano,-123.166808025552,49.2726109877952
Kitsilano,-123.166770961433,49.2726120305669
Kitsilano,-123.166741958935,49.272617018774
Kitsilano,-123.166702994424,49.2726259784272
Kitsilano,-123.166665970588,49.2726389822821
Kitsilano,-123.166645943501,49.2726499830726
Kitsilano,-123.166609977092,49.2726740472228
Kitsilano,-123.166572952893,49.2726869611147
Kitsilano,-123.166505012967,49.2727090028472
Kitsilano,-123.166479994806,49.2727190215309
Kitsilano,-123.166420999666,49.2727379925819
Kitsilano,-123.166353966453,49.2727600329195
Kitsilano,-123.166300982437,49.2727799845247
Kitsilano,-123.166268962994,49.2727980173332
Kitsilano,-123.166213024983,49.2728159946085
Kitsilano,-123.166182002131,49.2728270111351
Kitsilano,-123.166134002345,49.2728459662248
Kitsilano,-123.166089987217,49.2728700417844
Kitsilano,-123.166076991348,49.2728820216388
Kitsilano,-123.166042054364,49.272908962008
Kitsilano,-123.166005967477,49.2729310476019
Kitsilano,-123.165993985144,49.2729410474505
Kitsilano,-123.165974974377,49.2729509674603
Kitsilano,-123.165958038119,49.2729710469888
Kitsilano,-123.165921033736,49.2729899861964
Kitsilano,-123.165890944406,49.2730090053978
Kitsilano,-123.165861054931,49.2730200202106
Kitsilano,-123.165825970914,49.2730369780909
Kitsilano,-123.165793037643,49.273053033538
Kitsilano,-123.165759997323,49.2730709777357
Kitsilano,-123.165730004367,49.2730849604729
Kitsilano,-123.165701038538,49.2731010102031
Kitsilano,-123.165653055165,49.2731250013521
Kitsilano,-123.165609946113,49.2731489854949
Kitsilano,-123.165580993451,49.2731689922559
Kitsilano,-123.165555984803,49.2731819785349
Kitsilano,-123.165536964225,49.2731890206099
Kitsilano,-123.165516009644,49.2731939969784
Kitsilano,-123.165485999998,49.2732030333259
Kitsilano,-123.165472973814,49.2732060197913
Kitsilano,-123.165444984437,49.2732090276812
Kitsilano,-123.16541700498,49.2732150033602
Kitsilano,-123.165385945019,49.2732150478216
Kitsilano,-123.165358975549,49.2732179642972
Kitsilano,-123.165329989384,49.2732279884094
Kitsilano,-123.165291040962,49.2732419838458
Kitsilano,-123.165251959333,49.2732500438397
Kitsilano,-123.16520995352,49.2732650328913
Kitsilano,-123.165184957938,49.273281976151
Kitsilano,-123.165169004532,49.2732909923203
Kitsilano,-123.16515395468,49.273299017926
Kitsilano,-123.165127025376,49.273313985397
Kitsilano,-123.165076977669,49.2733309644324
Kitsilano,-123.165055022866,49.2733419676996
Kitsilano,-123.165030007391,49.2733529753342
Kitsilano,-123.165001054376,49.2733729819495
Kitsilano,-123.164998027008,49.2733829689059
Kitsilano,-123.164983030487,49.2734070025997
Kitsilano,-123.164964039731,49.2734230379007
Kitsilano,-123.164945972319,49.2734440182302
Kitsilano,-123.164928005057,49.273461041334
Kitsilano,-123.164908013825,49.2734830136734
Kitsilano,-123.164892970467,49.2734930177754
Kitsilano,-123.164873972755,49.2735069845977
Kitsilano,-123.164863006981,49.2735159936074
Kitsilano,-123.164852951367,49.2735259905875
Kitsilano,-123.164840968657,49.2735359903159
Kitsilano,-123.164820950689,49.2735499585849
Kitsilano,-123.164813055758,49.2735620209528
Kitsilano,-123.164778054399,49.2735699850321
Kitsilano,-123.1647439566,49.2735769585425
