Work Order ID,Status,Asset Type,Asset ID,Location ID,Created Date,Modified Date,Submitted Date,Closed Date,Fiscal Year,Work Type,Work Needed,Work Type Other,Work Requested By,Job Description,Problem Found,Action Taken,Follow-Up Needed,Child Work Order,Parent Work Order,Is Follow-Up,TMC Issue ID,Service Request #,Damage Report,Location Name,Latitude,Longitude,Location
WRK18-020130,Submitted,School Beacon,,LOC17-012180,05/23/2018 06:17:00 PM +0000,06/14/2018 02:32:00 PM +0000,05/28/2018 07:51:00 PM +0000,06/14/2018 02:32:00 PM +0000,2018,Trouble Call,Visibility Issue,,311,tree limbs growing over flashing school zone light,TREE LIMBS OBSTRUCTING SB SCHOOLZONE SIGN,TREE LIMBS REMOVED FROM IN FRONT SIGN. OTHER SIGNS/BEACONS CHECKED.,False,,,False,TMC18-058915,18-00155351,,2000 BLK ALAMEDA DR (TRAVIS HEIGHTS),,,POINT (-97.74590534 30.24144841)
WRK22-136855,Closed,School Beacon Zone,,,01/14/2022 05:32:00 PM +0000,01/27/2022 05:58:00 PM +0000,01/14/2022 06:18:00 PM +0000,01/27/2022 05:58:00 PM +0000,2022,Trouble Call,Communication Failure,,TMC/KITS,"No communication to WBCU's, change out WEB I/O.",Web i/o corrupted and damaged. Fails to communicate properly. ,Replaced web i/o and programmed ip address. Contacted Kenny at mmc for schedule uploads and description programming.  Web i/o now communicating normally.,False,,,False,TMC22-276770,,,,,,
WRK20-076825,Closed,Flashing Beacon,,LOC17-010675,02/14/2020 05:08:00 PM +0000,02/21/2020 02:29:00 PM +0000,02/20/2020 03:09:00 AM +0000,02/21/2020 02:29:00 PM +0000,2020,Trouble Call,Other,"in front of St. David's Hospital. Stuck on yellow. Not changing
Flasher may be stuck on.",311,in front of St. David's Hospital. Stuck on yellow. Not changing,Westbound overhead flashers stuck on solid ambers,Flash cube installed in each flasher signal head. Both flashers heads are now operating/flashing,False,,,False,TMC20-176380,20-00056009,,1005 BLK E 32ND ST,,,POINT (-97.724388 30.289846)
WRK21-109625,Submitted,No Asset / Unkown Location / Other,,,03/21/2021 02:34:00 PM +0000,03/29/2021 03:02:00 PM +0000,03/21/2021 03:10:00 PM +0000,03/29/2021 03:02:00 PM +0000,2021,Trouble Call,Digtess,,311,,Lines hit for AE street lights,Spoke with the technician on seen and verifed that the source wire to the intersection was not compromised.,False,,,False,TMC21-229365,21-00130660,,,,,
WRK20-101095,Closed,Other / No Asset,,,12/18/2020 08:52:00 AM +0000,12/18/2020 12:41:00 PM +0000,12/18/2020 08:56:00 AM +0000,12/18/2020 12:41:00 PM +0000,2021,Trouble Call,Digtess,,311 Customer Service Request (CSR),Digtess.,None.,"Looked up Digtess location details. Digtess was called for 43rd @ Guadalupe. Pulled up location on Google maps and we do not have any asset at that location, so there was no need to respond. No further action taken.",False,,,False,TMC20-216340,20-00512275,,,,,
WRK22-141375,Closed,School Beacon Zone,,LOC17-011410,03/08/2022 04:15:00 AM +0000,03/16/2022 06:18:00 PM +0000,03/08/2022 04:17:00 AM +0000,03/16/2022 06:18:00 PM +0000,2022,Trouble Call,Signal Out or on Flash,,311 Customer Service Request (CSR),School zone flashers were on.,School zoned flashers were on.,"Went to cabinet were the clock was, plugged into it and checked the schedule and TOD.  Found no issues and all school zone flashers turned off after that. ",False,,,False,TMC22-283690,22-00079698,,70 BLK SAN MARCOS ST (SANCHEZ),,,POINT (-97.73519591 30.25807967)
WRK17-005215,Submitted,School Beacon,7220,LOC17-011615,11/14/2017 08:40:00 PM +0000,03/05/2018 07:21:00 PM +0000,11/14/2017 08:40:00 PM +0000,03/05/2018 07:21:00 PM +0000,2018,Trouble Call,Visibility Issue,,311,The school zone flashing light on the corner of Northeast Dr. and North Hampton Dr. is hard to see. The light is angled away from Northeast Dr. so much that the shroud obscures the visibility of the light.,Visibility issue,Realigned signal head for (EB) direction. also removed wasp nest that was growing.,False,,,,TMC17-006520,17-00310981,,2400 BLK NORTHEAST DR (PEARCE),,,POINT (-97.68049119 30.31370224)
WRK21-133915,Closed,School Beacon Zone,,LOC17-012005,11/29/2021 11:01:00 PM +0000,11/30/2021 12:24:00 PM +0000,11/30/2021 12:21:00 AM +0000,11/30/2021 12:24:00 PM +0000,2022,Trouble Call,Visibility Issue,,311,Caller states the school zone flasher for eastbound traffic is turned around facing the wrong direction.,4 in loose in foundation causing rotation.,aligned and secured school zone pole/flasher. ,False,,,False,TMC21-270730,21-00526689,,6800 BLK BILL HUGHES RD (BEDICHEK),,,POINT (-97.78672586 30.19442411)
WRK17-001790,Closed,Signal,641,LOC16-003150,08/21/2017 03:36:00 PM +0000,09/14/2017 06:37:00 PM +0000,08/21/2017 03:43:00 PM +0000,09/14/2017 06:37:00 PM +0000,2017,Trouble Call,Signal Out or on Flash,,MMC,reported dark,"AE reported outages in the area
no problems found at intersection",checked all colors - headed to next dark intersection,False,,,,,,, LAMAR BLVD SVRD / RESEARCH BLVD SVRD,,,POINT (-97.7131195 30.3475475)
WRK17-002040,Submitted,Signal,908,LOC16-004475,08/30/2017 06:37:00 PM +0000,09/14/2017 07:06:00 PM +0000,08/30/2017 06:49:00 PM +0000,09/14/2017 07:06:00 PM +0000,2017,Trouble Call,Communication Failure,,Austin Transportation Staff,5.8 antenna is not working,bad poe,replaced poe and checked comm. to the tmc.,False,,,,,,,FM 620 RD / LAKE CREEK PKWY,,,POINT (-97.8160172 30.4621582)
WRK17-001205,Closed,Signal,337,LOC16-001650,05/05/2017 05:24:00 PM +0000,05/05/2017 07:46:00 PM +0000,,,2017,Scheduled Work,Preventative Maintenance,,Austin Transportation Staff,,"no line out neutral, ground on UPS, 1st indi SB red bad, EB 5 section tilted down","installed line out neutral, ground on UPS, red, amber, in 1st indi SB, adjusted EB 5 section, PM'd,  changed CMU.",False,,,,,,, RIVERSIDE DR / FARO DR,,,POINT (-97.7126312 30.2295113)
WRK18-011775,Closed,School Beacon,,LOC17-012065,02/14/2018 03:10:00 PM +0000,02/20/2018 06:39:00 PM +0000,02/16/2018 03:40:00 PM +0000,02/20/2018 06:39:00 PM +0000,2018,Trouble Call,LED Out,,311,,NB school zone flasher was not coming on. ,"No power to clock, batteries where low went back to the shop to get school zone batteries was on able to changed one battery due to there only being one left  ( NB flasher )


MATERIALS USED:
1 School zone battery ",True,WRK18-012135,,False,TMC18-043505,18-00042618,,7300 BLK W SLAUGHTER LN (GORZYCKI),,,POINT (-97.89184563 30.21446527)
WRK18-017545,Submitted,School Beacon,,LOC17-012030,04/30/2018 03:45:00 PM +0000,06/26/2018 01:37:00 PM +0000,06/26/2018 12:39:00 PM +0000,06/26/2018 01:37:00 PM +0000,2018,Trouble Call,Other,School zone flasher sign may not be visible due to tree limbs blocking it.,311,tree limbs blocking view of flashing school zone sign on the north bound side in front of school,NONE.,"LOCATION VISTED, SCHOOL FLASHER VISIBLE FROM 300 FT MIN. DISTANCE.",False,,,False,TMC18-054760,18-00125530,,4500 BLK MENCHACA RD (JOSLIN),,,POINT (-97.790218 30.22798825)
WRK17-001890,Closed,School Flasher,,,08/24/2017 08:23:00 PM +0000,08/24/2017 08:31:00 PM +0000,08/24/2017 08:31:00 PM +0000,08/28/2017 03:08:00 PM +0000,2017,Trouble Call,OtherDay-Call (Deliver Timing sheets to intersections and PM),"SOMMERS ELEMENTARY - NOT FLASHING

SR #17-00242843
#17-00244051
",Austin Transportation Staff,"SOMMERS ELEMENTARY - NOT FLASHING
SR #17-00242843, #17-00244051",NO PROBLEMS FOUND AT SCHOOL FLASHERS.  BOTH PEDESTRIAN FLASHERS NEED SCHEDULE.,"BOTH SCHOOL CLOCKS CHECKED FOR TIME, DATE, SCHEDULE, FLASHERS OPERATION AND COMMUNICATION.
BOTH PEDESTRIAN FLASHER CLOCKS CHECKED FOR TIME, DATE, SCHEDULE, OPERATION, AND COMM.
TIME, DATE AND SCHEDULE UPDATED IN PEDESTRIAN FLASHER CLOCKS.",False,,,,,,,,,,
WRK20-097525,Closed,Other / No Asset,,,10/26/2020 04:16:00 AM +0000,11/03/2020 04:16:00 PM +0000,10/26/2020 04:19:00 AM +0000,11/03/2020 04:16:00 PM +0000,2021,Trouble Call,Digtess,,311 Customer Service Request (CSR),Dig tess,No asset,"No asset, no number  to call back person placing  SR",False,,,False,TMC20-209565,20-00440036,,,,,
WRK22-147150,Submitted,Other / No Asset,,,05/19/2022 12:45:00 PM +0000,05/19/2022 12:45:00 PM +0000,05/19/2022 12:45:00 PM +0000,,2022,Scheduled Work,Installation - Fiber,,Other,reattach 3 fiber runs to wood pole that was replaced due to vehicle crash on William Cannon East of Salt Springs 1/4 mile. 50 foot west of Austin Water Gate.,,,False,,,False,,,,,,,
WRK17-002395,Closed,Signal,,,09/11/2017 06:22:00 AM +0000,08/07/2018 06:42:00 PM +0000,08/07/2018 05:54:00 PM +0000,08/07/2018 06:42:00 PM +0000,2017,Scheduled Work,Call-Back (Test Monitors and Cabinets),,Austin Transportation Staff,DIG TESS,,TESTED MONITORS/CABINET.,False,,,,,,,,,,
WRK17-002180,Closed,Signal,338,LOC16-001655,09/06/2017 11:40:00 AM +0000,09/22/2017 09:03:00 PM +0000,09/06/2017 11:42:00 AM +0000,09/22/2017 09:03:00 PM +0000,2017,Trouble Call,Communication Failure,,MMC,"Harrell
NO COMM",bad cat 5 from switch to 2070,replaced cat 5 jumper,False,,,,,,, HOWARD LN / HARRIS RIDGE BLVD,,,POINT (-97.6486282 30.4095459)
WRK18-036285,Submitted,Flashing Beacon,,LOC17-010900,11/28/2018 11:50:00 PM +0000,12/04/2018 02:13:00 PM +0000,11/29/2018 06:55:00 PM +0000,12/04/2018 02:13:00 PM +0000,2019,Trouble Call,LED Out,,311,"""Flashing when train is approaching"" sign is not flashing.  The caller spoke to the railroad company who confirmed the sign belongs to COA.",Flasher not operating correctly going WB on Oltorf,"Changed cube flasher with assist of Willard Peavy 
Contacted Union Pacific ( Bubba 512-739-9625) to activate Rail Road Crossing to verify signal is operating correctly ",False,,,False,TMC18-093205,18-00406666,,1210 BLK W OLTORF ST,,,POINT (-97.768242 30.245313)
WRK19-050725,Closed,No Asset / Unkown Location / Other,,,05/11/2019 02:18:00 PM +0000,05/28/2019 08:47:00 PM +0000,05/20/2019 04:20:00 PM +0000,05/28/2019 08:47:00 PM +0000,2019,Trouble Call,Digtess,,311,,No issue.,Verified location and found no issues with intersection and or underground infrastructure for digging location. ,False,,,False,TMC19-120625,19-00171456,,,,,
WRK17-006130,Closed,No Asset / Unkown Location / Other,,,12/03/2017 08:35:00 PM +0000,01/23/2018 01:53:00 PM +0000,12/03/2017 08:39:00 PM +0000,01/23/2018 01:53:00 PM +0000,2018,Trouble Call,Digtess,,311,,None.,Checked location on Google earth. All Clear.,False,,,,TMC17-034255,17-00359972,,,,,
WRK17-002630,Submitted,School Beacon,,,09/19/2017 03:59:00 PM +0000,09/22/2017 08:59:00 PM +0000,09/19/2017 04:03:00 PM +0000,09/22/2017 08:59:00 PM +0000,2017,Scheduled Work,Day-Call (Deliver Timing sheets to intersections and PM),,Austin Transportation Staff,SCHOOL ZONE NOT FLASHING - O'HENRY MIDDLE SCHOOL - SR#:17-00278712,NO POWER TO CLOCK AT O'HENRY MIDDLE SCHOOL..,"POWER TRACED OUT TO SOURCE AND ALL LINE FUSES ON POWER POLE BLOWN. STATION 20 CONTACTED AND NOTIFIED OF SITUATION. STATION 20 WILL PUT IN WORK ORDER FOR AE TO RESOLVE POWER ISSUE.

SR#:17-00278712
",False,,,,,,,,,,
WRK18-009745,Closed,Other / No Asset,,,01/20/2018 08:43:00 PM +0000,09/05/2018 12:59:00 PM +0000,09/04/2018 05:20:00 PM +0000,09/05/2018 12:59:00 PM +0000,2018,Trouble Call,Digtess,,311 Customer Service Request (CSR),dig test,so ATD asset around area,no ATD assets in area,False,,,False,TMC18-040220,18-00018468,,,,,
WRK19-056760,Closed,Other / No Asset,,,07/08/2019 07:02:00 PM +0000,07/16/2019 02:36:00 PM +0000,07/08/2019 07:04:00 PM +0000,07/16/2019 02:36:00 PM +0000,2019,Trouble Call,Other,PM Intersection # 1041 - 7th/ Waller (East),Austin Transportation Staff,PM Intersection #1041 7th/ Waller (East) ,found no infrastructure at location,"none taken, found no infrastructure at location",False,,,False,,,,,,,
WRK20-099090,Submitted,Other / No Asset,,,11/17/2020 02:06:00 PM +0000,06/09/2021 11:50:00 PM +0000,11/17/2020 03:55:00 PM +0000,06/09/2021 11:50:00 PM +0000,2021,Trouble Call,Other,DSDD not working.,Austin Transportation Staff,DSDD not working.,Unit was off when arrived at location. Solar panel facing NW. Battery and solar panel voltage low.,Metered the voltage at the batteries and they were at 4.5 VDC metered the solar panel voltage and it was at 6.6 VDC. Contacted Billy Bolander and Daniel Yang and asked them if they wanted me to change the orientation of the solar panel from the NW to the SE so that it could catch the sun as it rises and through out the day vs the afternoon only. They told me to go ahead and change it so I did. Metered the solar panel after changing it and it metered at 20.8 VDC but the batteries were still at 4.5 VDC and the sign still did not work. I called the manufacture and did some troubleshooting with them. It was determined that the PCB board was not working and that they were going to send us out a new one under the warranty.,False,,,False,,,,,,,
WRK17-001290,Closed,Signal,519,LOC16-002540,06/02/2017 03:49:00 PM +0000,06/08/2017 05:57:00 PM +0000,,,2017,Trouble Call,Other,repair cctv ,Austin Transportation Staff,cctv shows link but has no video,bad cctv ,replaced the cctv and pod with a repaired unit,False,,,,,,, LAMAR BLVD / PARMER LN,,,POINT (-97.6782227 30.4078522)
WRK18-017085,Closed,School Beacon,,LOC17-012005,04/23/2018 01:31:00 PM +0000,06/01/2018 03:36:00 PM +0000,04/24/2018 03:28:00 PM +0000,06/01/2018 03:36:00 PM +0000,2018,Trouble Call,Communication Failure,,COA Staff,Bedichek School flasher on William Cannon flashing in one direction but not in the other direction.,Multiple SZ flashers not working," NB SZ flasher had a tripped breaker reset and tested clock and LED;
EB SZ flasher had blown clock, 204, and LED, replaced all parts and programmed schedule,
WB PHB button completely loose replaced broken bolt and trimmed damaged cable, reattached button, checked all LEDs",False,,,False,TMC18-053655,,,6800 BLK BILL HUGHES RD (BEDICHEK),,,POINT (-97.78672586 30.19442411)
WRK21-114740,Submitted,Flashing Beacon,,LOC17-010925,05/13/2021 08:57:00 PM +0000,08/16/2021 04:04:00 PM +0000,05/13/2021 10:33:00 PM +0000,08/16/2021 04:04:00 PM +0000,2021,Trouble Call,LED Out,,COA Staff,Two Warning flashers west of Slaughter/Escarpment aren't working.,40 mph flasher not working. ,Metered wire. Replaced LED. Verified LED is now flashing.,False,,,False,TMC21-238420,,,6100 BLK W SLAUGHTER LN,,,POINT (-97.883043 30.202443)
WRK21-132960,Closed,School Beacon Zone,,LOC21-020145,11/15/2021 05:15:00 PM +0000,11/22/2021 02:50:00 PM +0000,11/15/2021 06:31:00 PM +0000,11/22/2021 02:50:00 PM +0000,2022,Trouble Call,Other,Flasher not working eastbound and westbound.,311,Flasher not working,School flasher was off on time of day by one day and 4 hours,Updated time of day to school flasher,False,,,False,TMC21-268905,21-00509686,,15923 BLK AVERY RANCH BLVD (PATSY SOMMER / 10108 IDA LN),,,POINT (-97.75444428 30.50248458)
WRK18-030435,Closed,Flashing Beacon,,LOC18-012745,09/04/2018 06:03:00 PM +0000,09/10/2018 03:47:00 PM +0000,09/05/2018 10:58:00 PM +0000,09/10/2018 03:47:00 PM +0000,2018,Trouble Call,Visibility Issue,,311,2nd request  see sr 223791 please escalate,No problem.,"Found no issues with visibility. Fresh limbs have been cut recently. Line of sight for stop indications is visible from up to 500ft. away. Any further cutting will need to be done by public works division, limbs are more then 3"" in diameter.  ",True,,,False,TMC18-077030,18-00284440,, CESAR CHAVEZ ST / SHADY LN,,,POINT (-97.698621 30.251383)
WRK18-011770,Submitted,School Beacon,,LOC17-011985,02/14/2018 03:02:00 PM +0000,02/26/2018 06:43:00 PM +0000,02/22/2018 05:03:00 AM +0000,02/26/2018 06:43:00 PM +0000,2018,Trouble Call,LED Out,,311,SZF not flashing!!!!!,"Flasher not coming on due to miss wired LED in SF cabinet.
","Rewired LED to proper location on terminal strip and verified LED was working properly. Connected via laptop and checked schedule, TOD and network connection.",False,,,False,TMC18-043510,18-00042616,,7500 BLK LA CROSSE AVE (CLAYTON),,,POINT (-97.90645207 30.19485467)
WRK17-001220,Closed,Signal,961,LOC16-004695,05/07/2017 09:12:00 PM +0000,05/07/2017 09:21:00 PM +0000,,,2017,Trouble Call,LED Out,,311 Customer Service Request (CSR),eblt green arrow is out,none ,"ck all colors , peds , pbs & detection.",False,,,,TMC70-001930,17-00118619,, DUVAL RD / AMHERST DR,,,POINT (-97.7220535 30.4116764)
WRK18-029800,Closed,Flashing Beacon,,LOC18-012820,08/27/2018 03:59:00 PM +0000,08/29/2018 01:52:00 PM +0000,08/27/2018 07:34:00 PM +0000,08/29/2018 01:52:00 PM +0000,2018,Trouble Call,LED Out,,311,"Lake ahead sign, has a light attached to it and the bulb is out, caller is concerned because he's witnessed people drive towards the boat ramp",No issue found,"Verified that the LED for the Lake ahead sign is working properly.
",False,,,False,TMC18-070335,18-00237576,,1500 BLK S QUINLAN PARK RD,,,POINT (-97.926857 30.328049)
WRK20-097135,Submitted,Other / No Asset,,,10/20/2020 04:05:00 AM +0000,10/23/2020 02:58:00 PM +0000,10/21/2020 08:22:00 PM +0000,10/23/2020 02:58:00 PM +0000,2021,Trouble Call,Digtess,,311 Customer Service Request (CSR),Dig tess at 18th & Guadalupe,None.,"Location visited, no nearby signals or signal conduit.",False,,,False,TMC20-208825,20-00431612,,,,,
WRK20-101330,Closed,Other / No Asset,,,12/21/2020 04:16:00 PM +0000,12/28/2020 05:10:00 PM +0000,12/21/2020 05:00:00 PM +0000,12/28/2020 05:10:00 PM +0000,2021,Trouble Call,Other,speed reader board near railroad tracks appears to be not working and not reading drivers speed,311,speed reader board near railroad tracks appears to be not working and not reading drivers speed,None.,Walked around location given on CSR of Menchaca and Chappel Ln no asset found at location. Drove down Chappel Ln to rail road crossing and still found no asset. Called Sign shop to see if there was ever an installation or removal of DSDD in the area and they were not able to locate one.,False,,,False,TMC20-216550,20-00514356,,,,,
WRK20-101100,Closed,Other / No Asset,,,12/18/2020 09:53:00 AM +0000,12/18/2020 02:39:00 PM +0000,12/18/2020 10:01:00 AM +0000,12/18/2020 02:39:00 PM +0000,2021,Trouble Call,Digtess,,311 Customer Service Request (CSR),Digtess.,None.,Called Digtess requester and spoke with Charles at (512)698-6062 to get more information about where they were digging because they did not give any details other than address which was 717 E 7th street. Charles informed me that they were digging in the alley way behind convenient store at the corner of the intersection of 7th and IH-35. We do not have an asset  where their work will actually be done so there was no need to respond. No further action taken.,False,,,False,TMC20-216350,20-00512424,,,,,
WRK18-012430,Submitted,School Beacon,,LOC17-011780,02/23/2018 06:57:00 PM +0000,02/26/2018 06:50:00 PM +0000,02/23/2018 11:40:00 PM +0000,02/26/2018 06:50:00 PM +0000,2018,Trouble Call,Timing Issue,,311,,No issue found,"Drove all SF's and made sure they were all flashing correctly, opened up Zone Watch and verified TOD/Comm on Web I/O.",False,,,False,TMC18-044890,18-00051481,,12627 BLK COUNTRY TRAILS LN (BUSH/CANYON RIDGE),,,POINT (-97.90321663 30.36533369)
WRK17-001745,Closed,School Flasher,,,08/20/2017 08:10:00 PM +0000,09/14/2017 06:28:00 PM +0000,08/20/2017 08:47:00 PM +0000,09/14/2017 06:28:00 PM +0000,2017,Trouble Call,OtherCall-Back (Test Monitors and Cabinets),REAGAN HIGH SCHOOL FLASHING ON SUNDAY.,MMC,REAGAN HIGHSCHOOL FLASHING ON SUNDAY - SR#17-00241130,NONE,BOTH CLOCKS FOR REAGAN HIGH SCHOOL CHECKED. BOTH CLOCKS HAVE SOLID COMM TO OMNI. WILL NOTIFY STATION 20 VERIFY SCHOOL ZONE SCHEDULE IS CORRECT.,False,,,,,,,,,,
WRK17-002415,Closed,No Asset / Other,,,09/11/2017 08:50:00 PM +0000,02/22/2018 06:35:00 PM +0000,01/26/2018 05:13:00 PM +0000,02/22/2018 06:35:00 PM +0000,2017,Scheduled Work,Call-Back (Test Monitors and Cabinets),,Austin Transportation Staff,3000 SPEEDWAY - CABINET/BOX DOOR IS OPEN - SR# 17-00266915,NONE.,NO INTERSECTION OR SIGNAL EQUIPMENT AT LOCATION.,False,,,,,,,,,,
WRK19-069280,Submitted,No Asset / Unkown Location / Other,,,11/17/2019 01:48:00 AM +0000,11/27/2019 03:08:00 PM +0000,11/17/2019 11:05:00 AM +0000,11/27/2019 03:08:00 PM +0000,2020,Trouble Call,Digtess,,311,Caller stated that their will be an emergency repair of a waterline.,No problem found ,Emergency dig sight is on a construction sight and will not interfere with signal operations. ,False,,,False,TMC19-160360,19-00439564,,,,,
WRK21-116710,Closed,Flashing Beacon,,LOC17-010770,05/29/2021 01:48:00 AM +0000,06/13/2021 08:49:00 PM +0000,06/04/2021 07:46:00 PM +0000,06/13/2021 08:49:00 PM +0000,2021,Trouble Call,Knockdown,,311,on beauford dr the flashing waring signal is down and the wires are expose,"warning Flasher knock down
",replaced lower 4 in pipe section.  Reinstalled head and beacon. Reinstalled curve ans speed warning signs. ,False,,,False,TMC21-241285,21-00257097,438:  BEAUFORD DR / QUILL LEAF CV, BEAUFORD DR / QUILL LEAF CV,,,POINT (-97.795557 30.376599)
WRK22-140515,Closed,School Beacon Zone,,,02/23/2022 11:27:00 PM +0000,03/04/2022 08:32:00 PM +0000,02/24/2022 12:18:00 AM +0000,03/04/2022 08:32:00 PM +0000,2022,Trouble Call,Other,"light going SB is flashing, but NB on Westminster, opposite sign does not flash at the same time the SB one does. NB sign is 5609 Westminster",311,"light going SB is flashing, but NB on Westminster, opposite sign does not flash at the same time the SB one does. NB sign is 5609 Westminster",no problem found,Checked the schedules and powered down the module.,False,,,False,TMC22-282235,22-00065955,,,,,
WRK21-114820,Submitted,Flashing Beacon,,LOC17-010820,05/14/2021 03:02:00 PM +0000,08/03/2021 12:36:00 AM +0000,05/14/2021 04:18:00 PM +0000,08/03/2021 12:36:00 AM +0000,2021,Trouble Call,Other,not flashing,Austin Transportation Staff,,Bad Batteries ,Replace batteries with one battery and test operation ,False,,,False,,,,4700 BLK FM 2222 RD,,,POINT (-97.781348 30.341661)
WRK17-003365,Closed,School Beacon,7113,,10/17/2017 07:09:00 PM +0000,10/26/2017 06:35:00 PM +0000,10/17/2017 07:15:00 PM +0000,10/26/2017 06:35:00 PM +0000,2018,Trouble Call,Signal Out or on Flash,,MMC,"3102316? 
No flashing right times",No problem founds,Drove intersection. all 6 flashers flashing at 7:00AM. no issues present,False,,,,,,,,,,
WRK18-008345,Closed,No Asset / Unkown Location / Other,,,01/04/2018 12:20:00 PM +0000,01/29/2018 12:02:00 AM +0000,01/04/2018 12:57:00 PM +0000,01/29/2018 12:02:00 AM +0000,2018,Trouble Call,Other,Communication box is possibly open to pedestrians. Austin Hernandez will be dispatched to investigate who it belongs to.,311,"Caller states that on the 300 Blk of Nueces there is an open communications panel on the sidewalk. Caller states that the panel is used to direct traffic signal and other side of panel says communication. also, there is a little panel inside the big one that says water meter. Caller is concerned that someone can get into panel because its open",None,"Checked for any open communication boxes or open AT&T cabinet doors. 
Drove to nearest intersection to verify nothing was open near there.",False,,,False,TMC18-038025,18-00002804,,,,,
WRK17-001940,Submitted,Signal,444,LOC16-002180,08/26/2017 09:08:00 PM +0000,08/26/2017 09:22:00 PM +0000,08/26/2017 09:22:00 PM +0000,08/28/2017 03:02:00 PM +0000,2017,Trouble Call,Signal Out or on Flash,,MMC,"CSR KITS
IN FLASH",phase 2 - 6 - 13 - 14 conflict,reset intersection and monitored several cycles,False,,,,,,, ALLANDALE RD / NORTHLAND DR,,,POINT (-97.7491684 30.3346004)
WRK22-145510,Closed,Signal,965,LOC16-004715,04/25/2022 02:38:00 PM +0000,05/17/2022 05:25:00 PM +0000,04/25/2022 02:38:00 PM +0000,05/17/2022 05:25:00 PM +0000,2022,Scheduled Work,Detection - Other,,Austin Transportation Staff,Detection issues,,,False,,,False,,,, ANDERSON MILL RD / DIES RANCH RD,,,POINT (-97.843956 30.4660645)
WRK20-100680,Closed,Sensor,186,LOC17-010490,12/11/2020 02:09:00 PM +0000,12/15/2020 04:57:00 PM +0000,12/11/2020 04:30:00 PM +0000,12/15/2020 04:57:00 PM +0000,2021,Scheduled Work,Other,,Austin Transportation Staff,,none,"removed staples from source cable, installed flex, ran source into flex and terminated",False,,,False,,,, LAMAR BLVD / ZENNIA ST,,,POINT (-97.730292 30.319905)
WRK21-135710,Submitted,School Beacon Zone,,LOC17-011945,12/27/2021 07:11:00 PM +0000,01/11/2022 06:01:00 PM +0000,01/05/2022 08:54:00 PM +0000,01/11/2022 06:01:00 PM +0000,2022,Trouble Call,Timing Issue,,311,"Sunday, dec 26, szf. In both directions ON at 240 pm. Along Walsh Tarleton",No issues found ,Tested all flashers all working pulled up schedule and not scheduled to flash on 12-26-2021 date and time where current on clock. Updated clock to my computer date and time no problems at this time.,False,,,False,TMC21-275020,21-00562717,,3321 BLK PINNACLE RD (CEDAR CREEK),,,POINT (-97.80602816 30.26910437)
WRK21-134760,Closed,School Beacon Zone,,LOC17-011975,12/13/2021 08:16:00 PM +0000,12/15/2021 02:27:00 PM +0000,12/14/2021 10:53:00 PM +0000,12/15/2021 02:27:00 PM +0000,2022,Trouble Call,Other,School zone flasher not working on Croftwood going northbound near Leafield.,COA Staff,,Beacon receiving no power.,Metered the beacon and had to rewire it with the guidance of Edward Garcia. Beacon will need additional parts.,True,WRK21-134880,,False,TMC21-272810,,,8100 BLK CROFTWOOD DR (BOONE),,,POINT (-97.84070259 30.20401287)
WRK17-001880,Closed,Signal,656,LOC16-003220,08/24/2017 07:08:00 PM +0000,09/14/2017 06:56:00 PM +0000,08/24/2017 07:13:00 PM +0000,09/14/2017 06:56:00 PM +0000,2017,Trouble Call,Signal Out or on Flash,,MMC,"CSR 245344
IN FLASH","IN FLASH
s/b pole mount head hit
phase 6 load switch bad
breaker tripped","repaired signal head and skinned wires
replaced load switch
reset intersection and observed several cycles
checked all colors, peds, buttons, detection, and programs",False,,,,,,, CAMERON RD / BRIARCLIFF BLVD,,,POINT (-97.6996155 30.3172894)
WRK18-016985,Submitted,School Beacon,7302,LOC17-011700,04/20/2018 01:18:00 PM +0000,07/17/2020 03:32:00 PM +0000,04/20/2018 02:30:00 PM +0000,06/01/2018 03:30:00 PM +0000,2018,Trouble Call,Signal Out or on Flash,,Other,Not Flashing,NB flasher on Comal near Robert Weaver not working,traced source cable and found neutral cut out on pole #239071 follow up needed,True,,,False,TMC18-053325,,, NUCKOLS CROSSING RD / PALO BLANCO LN (WIDEN School),,,POINT (-97.741213 30.189554)
WRK21-134905,Closed,School Beacon Zone,,LOC17-011460,12/15/2021 08:25:00 PM +0000,12/16/2021 04:50:00 PM +0000,12/15/2021 09:56:00 PM +0000,12/16/2021 04:50:00 PM +0000,2022,Trouble Call,Other,"No communication to E -W beacons on Rosewood. Check TOD.
Westbound beacon on Rosewood near Concho,
Eastbound beacon on Rosewood near Leona.
zone # 7113",311,rosewood west bound,No problem found ,Verified clocks and cycled power to the Web I/O,False,,,False,TMC21-273170,21-00548804,,1400 BLK PENNSYLVANIA AVE (KEALING),,,POINT (-97.72186938 30.27089609)
WRK18-021905,Closed,No Asset / Unkown Location / Other,,,06/07/2018 04:38:00 PM +0000,06/20/2018 02:36:00 PM +0000,06/07/2018 05:58:00 PM +0000,06/20/2018 02:36:00 PM +0000,2018,Trouble Call,LED Out,,311,"north bound on Georgian Dr, curve warning flasher bulb out",flasher not working and covered by limbs and poison ivy,"trimmed what limbs I could without getting in the poison ivy, pole leaning and needs to be rebuilt.",True,,,False,TMC18-061830,18-00175700,,,,,
